sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-full,distance_modern,revised_distance,comment,place_uri,latitude,longitude,placetype,placetype_pleiades
213,,,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,castellum Tingitanum,Castellum Tingitanum,Castellum Tingitanum,m. p.,XVIII,m. p. XVIII,18.0,26.64,,https://pleiades.stoa.org/places/295245,36.166446,1.332622,castellum,settlement
214,,,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,Tigaua municipio,Tigava,Tigava Municipium,m. p.,XXII,m. p. XXII,22.0,32.56,,https://pleiades.stoa.org/places/295358,36.2410273688265,1.641844465878570,municipium,settlement
215,,,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,Oppido Novo colonia,Oppidum Novum,Oppidum Novum,m. p.,XXXII,m. p. XXXII,32.0,47.36,,https://pleiades.stoa.org/places/295319,36.2618015,1.966017,colonia,settlement
216,,,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,Tigaua castra,Tigava castra,Tigava Castra,m. p.,II,m. p. II,2.0,2.96,,https://pleiades.stoa.org/places/295357,36.231943,1.651388,castra,fort
217,,,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,Maliana,Malliana,Manliana,m. p.,XVI,m. p. XVI,16.0,23.68,,https://pleiades.stoa.org/places/295304,36.26087,2.220412,,settlement
218,,,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,Sufasar,Sufasar,Sufasar,m. p.,XVIIII,m. p. XVIIII,19.0,28.12,,https://pleiades.stoa.org/places/295346,36.19245,2.5132700000000000,,settlement
219,,38.6,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,Velisci,Velisci,Velisci,m. p.,XV,m. p. XV,15.0,22.2,,https://pleiades.stoa.org/places/299021,,,,unlocated
220,,,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,Tanaramusa castra,Tanaramus castra,Thanaramusa Castra,m. p.,XVI,m. p. XVI,16.0,23.68,,https://pleiades.stoa.org/places/295354,36.135629,2.914292,castra,settlement
221,,38.8,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,Tamariceto praesidio,Tamaricetum praesidium,Tamariceto Praesidium,m. p.,XVI,m. p. XVI,16.0,23.68,,https://pleiades.stoa.org/places/299016,,,praesidium,
222,,,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,Rapido castra,Rapidum,Rapidum,m. p.,XVI,m. p. XVI,16.0,23.68,,https://pleiades.stoa.org/places/295329,36.1368445,3.4229785,castra,settlement
223,,,1. PROVINCIAE AFRICAE,Calama-Rusuccuru,route,,,,Rusuccurru colonia,Rusuccuru,Rusuccuru,m. p.,XII,m. p. XII,12.0,17.76,,https://pleiades.stoa.org/places/295334,36.9128545,3.9096445000000000,colonia,settlement
224,,39.2,1. PROVINCIAE AFRICAE,Rusuccuru-Saldae,sum-route,Item Rusuccuro Saldis m. p. XCVII:,,,Rusuccuro,Rusuccuru,Rusuccuru,,,,,,,https://pleiades.stoa.org/places/295334,36.9128545,3.9096445000000000,,
225,,39.2,1. PROVINCIAE AFRICAE,Rusuccuru-Saldae,sum-route,Item Rusuccuro Saldis m. p. XCVII:,,,Saldis,Saldae,Saldae,m. p.,XCVII, m. p. XCVII,,,,https://pleiades.stoa.org/places/305142,36.740851,5.057965000000000,,
226,,,1. PROVINCIAE AFRICAE,Rusuccuru-Saldae,route,,,,,Rusuccuru,Rusuccuru,,,,0.0,0.0,,https://pleiades.stoa.org/places/295334,36.9128545,3.9096445000000000,colonia,settlement
227,,,1. PROVINCIAE AFRICAE,Rusuccuru-Saldae,route,,,,Tigisi,Tigisis,Tigisi,m. p.,XII,m. p. XII,12.0,17.76,,https://pleiades.stoa.org/places/295359,36.793307,3.947273,,settlement
228,,,1. PROVINCIAE AFRICAE,Rusuccuru-Saldae,route,,,,Bida municipium,Bida municipium,Bida,m. p.,XXVII,m. p. XXVII,27.0,39.96,,https://pleiades.stoa.org/places/295228,36.6821605,4.285625,municipium,settlement
229,,,1. PROVINCIAE AFRICAE,Rusuccuru-Saldae,route,,,,Tubusuptus,Tupusuctu,Tubusuctu,m. p.,XL,m. p. XL,40.0,59.2,,https://pleiades.stoa.org/places/305171,36.667565,4.8462225,,settlement
230,,,1. PROVINCIAE AFRICAE,Rusuccuru-Saldae,route,,,,Saldis colonia,Saldae,Saldae,m. p.,XVIII,m. p. XVIII,18.0,26.64,,https://pleiades.stoa.org/places/305142,36.740851,5.057965000000000,colonia,settlement
231,,39.7,1. PROVINCIAE AFRICAE,Saldae-Igilgili,sum-route,Item a Saldis Igilgili m. p. CLVIIII:,,,Saldis,Saldae,Saldae,,,,,,,https://pleiades.stoa.org/places/305142,36.740851,5.057965000000000,,
232,,39.7,1. PROVINCIAE AFRICAE,Saldae-Igilgili,sum-route,Item a Saldis Igilgili m. p. CLVIIII:,,,Igilgili,Igilgili,Igilgili,m. p.,CLVIIII, m. p. CLVIIII,,,,https://pleiades.stoa.org/places/305095,36.8212995,5.766168,,
233,,,1. PROVINCIAE AFRICAE,Saldae-Igilgili,route,,,,,Saldae,Saldae,,,,0.0,0.0,,https://pleiades.stoa.org/places/305142,36.740851,5.057965000000000,colonia,settlement
234,,,1. PROVINCIAE AFRICAE,Saldae-Igilgili,route,,ad,,Ad Olivam,Ad Olivam,,m. p.,XXX,m. p. XXX,30.0,44.4,,https://pleiades.stoa.org/places/311069,,,,unlocated
235,,,1. PROVINCIAE AFRICAE,Saldae-Igilgili,route,,ad,,Ad Sava municipium,Ad Sava municipium,Ad Sava Municipium,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/305024,36.325495,5.066483,municipium,settlement
236,,,1. PROVINCIAE AFRICAE,Saldae-Igilgili,route,,,,Sitifi colonia,Sitifis,Sitifis,m. p.,XXIIII,m. p. XXIIII,24.0,35.52,,https://pleiades.stoa.org/places/305153,36.1921446504379,5.404180824072240,colonia,settlement
237,,,1. PROVINCIAE AFRICAE,Saldae-Igilgili,route,,,,Satafi,Satafis,Satafis,m. p.,XVI,m. p. XVI,16.0,23.68,,https://pleiades.stoa.org/places/305147,36.362825,5.502499,,settlement
238,,40.3,1. PROVINCIAE AFRICAE,Saldae-Igilgili,route,,ad,,Ad Basilicam,Ad Basilicam,Ad Basilicam Diadumene?,m. p.,XVI,m. p. XVI,16.0,23.68,,https://pleiades.stoa.org/places/334472,35.416667,6.116665,,unlocated
239,,,1. PROVINCIAE AFRICAE,Saldae-Igilgili,route,,ad,,Ad Ficum,Ad Ficum,Ad Ficum,m. p.,XV,m. p. XV,15.0,22.2,,https://pleiades.stoa.org/places/311067,,,,unlocated
240,,,1. PROVINCIAE AFRICAE,Saldae-Igilgili,route,,,,Igilgili,Igilgili,Igilgili,m. p.,XXXIII,m. p. XXXIII,33.0,48.84,,https://pleiades.stoa.org/places/305095,36.8212995,5.766168,,settlement
241,,42.6,1. PROVINCIAE AFRICAE,Lambaesis-Cirta,sum-route,Item a Lambese Cirta m. p. LXXXIIIS:,,,Lambese,Lambaesis,Lambaesis,,,,,,,https://pleiades.stoa.org/places/334570,35.4896642309727,6.254841051015730,,
242,,42.6,1. PROVINCIAE AFRICAE,Lambaesis-Cirta,sum-route,Item a Lambese Cirta m. p. LXXXIIIS:,,,Cirta,Cirta,Cirta/Constantina,m. p.,LXXXIIIS, m. p. LXXXIIIS,,,,https://pleiades.stoa.org/places/305064,36.3681146666667,6.613302666666670,,
243,,,1. PROVINCIAE AFRICAE,Lambaesis-Cirta,route,,,,,Lambaesis,Lambaesis,,,,0.0,0.0,,https://pleiades.stoa.org/places/334570,35.4896642309727,6.254841051015730,,settlement
244,,,1. PROVINCIAE AFRICAE,Lambaesis-Cirta,route,,,,Tamugadi,Tamugadi,Thamugadi,m. p.,XIIII,m. p. XIIII,14.0,20.72,,https://pleiades.stoa.org/places/334636,35.4852165,6.4682225000000000,,urban
245,,40.8,1. PROVINCIAE AFRICAE,Lambaesis-Cirta,route,,ad,,Ad Rotam,Ad Rotam,Ad Rotam,m. p.,XXX,m. p. XXX,30.0,44.4,,https://pleiades.stoa.org/places/311074,,,,unlocated
246,,,1. PROVINCIAE AFRICAE,Lambaesis-Cirta,route,,ad,,Ad lacum Regium,Ad Lacum Regium,Regius (lake),m. p.,XX,m. p. XX,20.0,29.6,,https://pleiades.stoa.org/places/334612,35.7229208,6.5492272,lacus,lake
247,,,1. PROVINCIAE AFRICAE,Lambaesis-Cirta,route,,,,Cirta colonia,Cirta,Cirta/Constantina,m. p.,XX,m. p. XX,20.0,29.6,,https://pleiades.stoa.org/places/305064,36.3681146666667,6.613302666666670,colonia,settlement
248,,41.3,1. PROVINCIAE AFRICAE,Musti-Cirta,sum-route,Item a Musti Cirta m. p. CXCVIIIIS:,,,Musti,Musti,Musti,,,,,,,https://pleiades.stoa.org/places/315085,36.336066,9.143109,,
249,,41.3,1. PROVINCIAE AFRICAE,Musti-Cirta,sum-route,Item a Musti Cirta m. p. CXCVIIIIS:,,,Cirta,Cirta,Cirta/Constantina,m. p.,CXCVIIIIS, m. p. CXCVIIIIS,,,,https://pleiades.stoa.org/places/305064,36.3681146666667,6.613302666666670,,
250,,,1. PROVINCIAE AFRICAE,Musti-Cirta,route,,,,,Musti,Musti,,,,0.0,0.0,,https://pleiades.stoa.org/places/315085,36.336066,9.143109,,settlement
251,,,1. PROVINCIAE AFRICAE,Musti-Cirta,route,,,,Sicca,Sicca Veneria,Sicca Veneria,m. p.,XXXII,m. p. XXXII,32.0,47.36,,https://pleiades.stoa.org/places/315152,36.18057,8.712204,,settlement
252,,,1. PROVINCIAE AFRICAE,Musti-Cirta,route,,,,Naraggara,Naraggara,Naraggara,m. p.,XXX,m. p. XXX,30.0,44.4,,https://pleiades.stoa.org/places/315091,36.223438,8.356079,,settlement
253,,,1. PROVINCIAE AFRICAE,Musti-Cirta,route,,,,Tagora,Thagura,Thagura,m. p.,XX,m. p. XX,20.0,29.6,,https://pleiades.stoa.org/places/315199,36.174195,8.044696,,settlement
254,,,1. PROVINCIAE AFRICAE,Musti-Cirta,route,,,,Tipasa,Tipasa,Tipasa,m. p.,XXIIII,m. p. XXIIII,24.0,35.52,,https://pleiades.stoa.org/places/305169,36.25,7.75,,unknown
255,,,1. PROVINCIAE AFRICAE,Musti-Cirta,route,,,,Gazaufula,Gadiaufala,Gadiaufala,m. p.,XXXV,m. p. XXXV,35.0,51.8,,https://pleiades.stoa.org/places/305082,36.081671,7.258862000000000,,settlement
256,,,1. PROVINCIAE AFRICAE,Musti-Cirta,route,,,,Sigus,Sigus,Sigus,m. p.,XXXIII,m. p. XXXIII,33.0,48.84,,https://pleiades.stoa.org/places/305150,36.122312,6.78528,,settlement
257,,,1. PROVINCIAE AFRICAE,Musti-Cirta,route,,,,Cirta,Cirta,Cirta/Constantina,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/305064,36.3681146666667,6.613302666666670,,settlement
258,,42.4,1. PROVINCIAE AFRICAE,Cirta-Hippo Regius,sum-route,Item a Cirta Hippone Regio m. p. XCIIII:,,,Cirta,Cirta,Cirta/Constantina,,,,,,,https://pleiades.stoa.org/places/305064,36.3681146666667,6.613302666666670,,
259,,42.4,1. PROVINCIAE AFRICAE,Cirta-Hippo Regius,sum-route,Item a Cirta Hippone Regio m. p. XCIIII:,,,Hippone Regio,Hippo Regius,Hippo Regius,m. p.,XCIIII, m. p. XCIIII,,,,https://pleiades.stoa.org/places/305090,36.882478,7.751272,,
260,,,1. PROVINCIAE AFRICAE,Cirta-Hippo Regius,route,,,,,Cirta,Cirta/Constantina,,,,0.0,0.0,,https://pleiades.stoa.org/places/305064,36.3681146666667,6.613302666666670,,settlement
261,,,1. PROVINCIAE AFRICAE,Cirta-Hippo Regius,route,,,,Aquis Tibilitanis,Aquae Tibilitanae,Aquae Thibilitanae,m. p.,LIIII,m. p. LIIII,54.0,79.92,,https://pleiades.stoa.org/places/305030,36.459865,7.270135,,settlement
262,,,1. PROVINCIAE AFRICAE,Cirta-Hippo Regius,route,,,,Ad villam Servilianam,Ad Villam Serviliana,Ad Villam Serviliana,m. p.,XV,m. p. XV,15.0,22.2,"Coordinates of this place are the same as Hippo Regius, which can’t be right.",https://pleiades.stoa.org/places/311078,,,villa,unlocated
263,,,1. PROVINCIAE AFRICAE,Cirta-Hippo Regius,route,,,,Hippone Regio,Hippo Regius,Hippo Regius,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/305090,36.882478,7.751272,,settlement
264,,42.8-9,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,sum-route,Item ab Hippone Regio Cartagine m. p. CCXVIII:,,,Hippone Regio,Hippo Regius,Hippo Regius,,,,,,,https://pleiades.stoa.org/places/305090,36.882478,7.751272,,
265,,42.8-9,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,sum-route,Item ab Hippone Regio Cartagine m. p. CCXVIII:,,,Cartagine,Carthago,Carthago,m. p.,CCXVIII, m. p. CCXVIII,,,,https://pleiades.stoa.org/places/314921,36.853056,10.323056,,
266,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,,,,Hippo Regius,Hippo Regius,,,,0.0,0.0,,https://pleiades.stoa.org/places/305090,36.882478,7.751272,,settlement
267,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,,,Onellaba,Onellaba,Onellaba?/Odiana,m. p.,L,m. p. L,50.0,74.0,,https://pleiades.stoa.org/places/315099,36.624498,8.175841,,settlement
268,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,ad,,Ad Aquas,Ad Aquas,Ad Aquas,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/314844,36.525792,8.336988,,bath
269,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,,,Simittu colonia,Simitthus,Simitthu,m. p.,V,m. p. V,5.0,7.4,,https://pleiades.stoa.org/places/315174,36.490103,8.5753105,colonia,settlement
270,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,,,Bulla Regia,Bulla Regia,Bulla Regia,m. p.,VII,m. p. VII,7.0,10.36,,https://pleiades.stoa.org/places/314912,36.5594198445758,8.754327777203400,,settlement
271,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,,,Novis Aquilianis,Novae Aquilanae,Novae Aquilianae?,m. p.,XXIIII,m. p. XXIIII,24.0,35.52,,https://pleiades.stoa.org/places/315095,36.640531,9.024258,,settlement
272,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,,,Vico Augusti,Vicus Augusti,Vicus Augusti?,m. p.,XVI,m. p. XVI,16.0,23.68,This Vicus Augusti seem to be misplaced. In all other mentions the location is correct. ,https://pleiades.stoa.org/places/315259,36.636684,9.238986,vicus,settlement
273,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,,,Cluacaria,Clucar,Cluacar(ia)?,m. p.,XXX,m. p. XXX,30.0,44.4,,https://pleiades.stoa.org/places/314939,36.733324,9.65,,settlement
274,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,,,Tuburbo Minus,Tuburbo,Thuburbo Minus,m. p.,XV,m. p. XV,15.0,22.2,,https://pleiades.stoa.org/places/315219,36.829599,9.838642,,settlement
275,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,,,Cigisa,Cigisa,Cigisa,m. p.,XXVIII,m. p. XXVIII,28.0,41.44,,https://pleiades.stoa.org/places/314931,36.79961,10.099599,,settlement
276,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-2,route,,,,Cartagine,Carthago,Carthago,m. p.,XVIII,m. p. XVIII,18.0,26.64,,https://pleiades.stoa.org/places/314921,36.853056,10.323056,,settlement
277,,44.4-5,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,sum-route,Item alio itinere ab Hippone Regio Cartagine m. p. CCXXVIII:,,,Hippone Regio,Hippo Regius,Hippo Regius,,,,,,,https://pleiades.stoa.org/places/305090,36.882478,7.751272,,
278,,44.4-5,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,sum-route,Item alio itinere ab Hippone Regio Cartagine m. p. CCXXVIII:,,,Cartagine,Carthago,Carthago,m. p.,CCXXVIII, m. p. CCXXVIII,,,,https://pleiades.stoa.org/places/314921,36.853056,10.323056,,
279,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,route,,,,,Hippo Regius,Hippo Regius,,,,0.0,0.0,,https://pleiades.stoa.org/places/305090,36.882478,7.751272,,settlement
280,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,route,,,,Tagaste,Thagaste,Thagaste,m. p.,LIII,m. p. LIII,53.0,78.44,,https://pleiades.stoa.org/places/315198,36.238412,8.004957,,settlement
281,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,route,,,,Naraggara,Naraggara,Naraggara,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/315091,36.223438,8.356079,,settlement
282,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,route,,,,Sicca Veneria,Sicca Veneria,Sicca Veneria,m. p.,XXXII,m. p. XXXII,32.0,47.36,,https://pleiades.stoa.org/places/315152,36.18057,8.712204,,settlement
283,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,route,,,,Musti,Musti,Musti,m. p.,XXXIIII,m. p. XXXIIII,34.0,50.32,,https://pleiades.stoa.org/places/315085,36.336066,9.143109,,settlement
284,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,route,,,,Membressa,Membrissa,Membressa,m. p.,XXXV,m. p. XXXV,35.0,51.8,,https://pleiades.stoa.org/places/315075,36.648688,9.613446,,settlement
285,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,route,,,,Sicilibra,Sicilibra,Sicilibba,m. p.,XVII,m. p. XVII,17.0,25.16,,https://pleiades.stoa.org/places/315153,36.68588,9.873597,,settlement
286,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,route,,,,Vnuca,Inuca,Inuca,m. p.,XIII,m. p. XIII,13.0,19.24,,https://pleiades.stoa.org/places/315044,36.728132,10.012412,,settlement
287,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,route,,,,Pertusa,Pertusa,Ad Pertusa,m. p.,VII,m. p. VII,7.0,10.36,,https://pleiades.stoa.org/places/314853,36.781395,10.115375,,station
288,,,1. PROVINCIAE AFRICAE,Hippo Regius-Carthago-3,route,,,,Cartagine,Carthago,Carthago,m. p.,XIIII,m. p. XIIII,14.0,20.72,,https://pleiades.stoa.org/places/314921,36.853056,10.323056,,settlement
289,,46.2,1. PROVINCIAE AFRICAE,Thenae-Theveste,sum-route,Item a Thenis Teveste m. p. CLXXV:,,,Thenis,Thenae,Thaenae,,,,,,,https://pleiades.stoa.org/places/324825,34.6553465,10.670659,,
290,,46.2,1. PROVINCIAE AFRICAE,Thenae-Theveste,sum-route,Item a Thenis Teveste m. p. CLXXV:,,,Teveste,Theveste,Theveste,m. p.,CLXXV, m. p. CLXXV,,,,https://pleiades.stoa.org/places/324831,35.404174,8.1223145,,
291,,,1. PROVINCIAE AFRICAE,Thenae-Theveste,route,,,,,Thenae,Thaenae,,,,0.0,0.0,,https://pleiades.stoa.org/places/324825,34.6553465,10.670659,,settlement
292,,,1. PROVINCIAE AFRICAE,Thenae-Theveste,route,,,,Oviscae,Oviscae,Oviscae?,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/324798,34.999973,10.066654,,settlement
293,,46.4,1. PROVINCIAE AFRICAE,Thenae-Theveste,route,,,,Amudarsa,Amudarsa,Amudarsa,m. p.,XXV,m. p. XXV,25.0,37.0,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/329183,,,,unlocated
294,,46.5,1. PROVINCIAE AFRICAE,Thenae-Theveste,route,,,,Autenti,Autenti,Autenti,m. p.,XXV,m. p. XXV,25.0,37.0,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/329189,,,,unlocated
295,,,1. PROVINCIAE AFRICAE,Thenae-Theveste,route,,,,Sufetula,Sufetula,Sufetula,m. p.,XXX,m. p. XXX,30.0,44.4,,https://pleiades.stoa.org/places/324816,35.2410333950941,9.118989063457780,,settlement
296,,,1. PROVINCIAE AFRICAE,Thenae-Theveste,route,,,,Vegesela,Vegesela,Vegesela,m. p.,XXX,m. p. XXX,30.0,44.4,,https://pleiades.stoa.org/places/324849,35.443295,8.699126,,station
297,,,1. PROVINCIAE AFRICAE,Thenae-Theveste,route,,,,Menegesem,Menegese,Menegesem,m. p.,XX,m. p. XX,20.0,29.6,,https://pleiades.stoa.org/places/324781,35.416671,8.474069,,station
298,,,1. PROVINCIAE AFRICAE,Thenae-Theveste,route,,,,Teveste,Theveste,Theveste,m. p.,XX,m. p. XX,20.0,29.6,,https://pleiades.stoa.org/places/324831,35.404174,8.1223145,,settlement
299,,47.3,1. PROVINCIAE AFRICAE,Aquae Regiae-Sufes,sum-route,Item ab Aquis Regis Sufibus m. p. XLIII:,,,Aquis Regis,Aquae Regiae,Aquae Regiae,,,,,,,https://pleiades.stoa.org/places/324667,35.58292,9.718677,,
300,,47.3,1. PROVINCIAE AFRICAE,Aquae Regiae-Sufes,sum-route,Item ab Aquis Regis Sufibus m. p. XLIII:,,,Sufibus,Sufes,Sufes,m. p.,XLIII, m. p. XLIII,,,,https://pleiades.stoa.org/places/324815,35.5433595,9.073196,,
301,,,1. PROVINCIAE AFRICAE,Aquae Regiae-Sufes,route,,,,,Aquae Regiae,Aquae Regiae,,,,0.0,0.0,,https://pleiades.stoa.org/places/324667,35.58292,9.718677,,settlement
302,,,1. PROVINCIAE AFRICAE,Aquae Regiae-Sufes,route,,,,Marazania,Marazanae,Marazanae,m. p.,XV,m. p. XV,15.0,22.2,Maracitana? Coordinates are taken from Örberg after Löhberg’s Index Nominum and originally from Wesseling’s notations. Although they are claimed to be on Pleiades these coordinates are not in Pleiades.,https://pleiades.stoa.org/places/329225,36.02994,9.222872,,unlocated
303,,,1. PROVINCIAE AFRICAE,Aquae Regiae-Sufes,route,,,,Sufibus,Sufes,Sufes,m. p.,XXVIII,m. p. XXVIII,28.0,41.44,,https://pleiades.stoa.org/places/324815,35.5433595,9.073196,,settlement
304,,47.6,1. PROVINCIAE AFRICAE,Assurae-Thenae,sum-route,Item ab Assuras Thenas m. p. CXCII:,,,Assuras,Assurae,Assuras,,,,,,,https://pleiades.stoa.org/places/324669,35.9926205,9.0223555,,
305,,47.6,1. PROVINCIAE AFRICAE,Assurae-Thenae,sum-route,Item ab Assuras Thenas m. p. CXCII:,,,Thenas,Thenai,Thaenae,m. p.,CXCII, m. p. CXCII,,,,https://pleiades.stoa.org/places/324825,34.6553465,10.670659,,
306,,,1. PROVINCIAE AFRICAE,Assurae-Thenae,route,,,,,Assurae,Assuras,,,,0.0,0.0,,https://pleiades.stoa.org/places/324669,35.9926205,9.0223555,,settlement
307,,,1. PROVINCIAE AFRICAE,Assurae-Thenae,route,,,,Tucca Terebentina,Thugga Terebenthina,Thugga Terebenthina,m. p.,XV,m. p. XV,15.0,22.2,,https://pleiades.stoa.org/places/324834,35.829469,9.014215,,settlement
308,,,1. PROVINCIAE AFRICAE,Assurae-Thenae,route,,,,Sufibus,Sufes,Sufes,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/324815,35.5433595,9.073196,,settlement
309,,,1. PROVINCIAE AFRICAE,Assurae-Thenae,route,,,,Sufetula,Sufetula,Sufetula,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/324816,35.2410333950941,9.118989063457780,,settlement
310,,,1. PROVINCIAE AFRICAE,Assurae-Thenae,route,,,,Nara,Nara,Nara?,m. p.,XV,m. p. XV,15.0,22.2,,https://pleiades.stoa.org/places/324792,35.089578,9.328907,,settlement
311,,48.4,1. PROVINCIAE AFRICAE,Assurae-Thenae,route,,,,Madasuma,Madasuma,Madasuma,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/329223,,,,unlocated
312,,48.5,1. PROVINCIAE AFRICAE,Assurae-Thenae,route,,,,Septiminicia,Septiminicia,Septiminicia,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/329239,,,,unlocated
313,,,1. PROVINCIAE AFRICAE,Assurae-Thenae,route,,,,Tabalta,"Tabalati, Tabalati?",Thabalati?,m. p.,XX,m. p. XX,20.0,29.6,This location is very approximate,https://pleiades.stoa.org/places/344494,32.930463,10.453562,,station
314,,,1. PROVINCIAE AFRICAE,Assurae-Thenae,route,,,,Macomadibus,Macomades,Macomades Minores/Iunci,m. p.,XV,m. p. XV,15.0,22.2,,https://pleiades.stoa.org/places/324772,34.525858,10.497324,municipium,settlement
315,,,1. PROVINCIAE AFRICAE,Assurae-Thenae,route,,,,Thenis,Thenae,Thaenae,m. p.,XVII,m. p. XVII,17.0,25.16,,https://pleiades.stoa.org/places/324825,34.6553465,10.670659,,settlement
316,,48.9-10,1. PROVINCIAE AFRICAE,Tuburbo-Tacape,sum-route,Item a Tuburbo per Valos Tacapas m.p. CCCVIII:,,,Tuburbo,Tuburbo,Thuburbo Minus,,,,,,,https://pleiades.stoa.org/places/315219,36.829599,9.838642,,
317,,48.9-10,1. PROVINCIAE AFRICAE,Tuburbo-Tacape,sum-route,Item a Tuburbo per Valos Tacapas m.p. CCCVIII:,,,Tacapas,Tacape,Tacape,m. p.,CCCVIII, m.p. CCCVIII,,,,https://pleiades.stoa.org/places/344496,33.88643,10.109445,,
318,,,1. PROVINCIAE AFRICAE,Tuburbo-Tacape,route,,,,,Tuburbo,Thuburbo Minus,,,,0.0,0.0,,https://pleiades.stoa.org/places/315219,36.829599,9.838642,,settlement
319,,,1. PROVINCIAE AFRICAE,Tuburbo-Tacape,route,,,,Vallis,Vallis,Vallis,m. p.,XVIII,m. p. XVIII,18.0,26.64,,https://pleiades.stoa.org/places/315254,36.6248409,9.7466495,,settlement
320,,,1. PROVINCIAE AFRICAE,Tuburbo-Tacape,route,,,,Coreva,Choreva,Coreva,m. p.,XX,m. p. XX,20.0,29.6,,https://pleiades.stoa.org/places/314940,36.508717,9.4691485,,settlement
321,,,1. PROVINCIAE AFRICAE,Tuburbo-Tacape,route,,,,Musti,Musti,Musti,m. p.,XXVI,m. p. XXVI,26.0,38.48,,https://pleiades.stoa.org/places/315085,36.336066,9.143109,,settlement
322,,,1. PROVINCIAE AFRICAE,Tuburbo-Tacape,route,,,,Assuras,Assuras,Assuras,m. p.,XXX,m. p. XXX,30.0,44.4,,https://pleiades.stoa.org/places/324669,35.9926205,9.0223555,,settlement
323,,,1. PROVINCIAE AFRICAE,Tuburbo-Tacape,route,,,,Tucca Terebentina,Thugga Terebenthina,Thugga Terebenthina,m. p.,XII,m. p. XII,12.0,17.76,,https://pleiades.stoa.org/places/324834,35.829469,9.014215,,settlement
324,,,1. PROVINCIAE AFRICAE,Tuburbo-Tacape,route,,,,Sufibus,Sufes,Sufes,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/324815,35.5433595,9.073196,,settlement
325,,,1. PROVINCIAE AFRICAE,Tuburbo-Tacape,route,,,,Sufetula,Sufetula,Sufetula,m. p.,XXV,m. p. XXV,25.0,37.0,,https://pleiades.stoa.org/places/324816,35.2410333950941,9.118989063457780,,settlement
