sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
382,,214.14,6. ITER TRACIAE.,Kokussos-Melitene,sum-route,Item a Cocuso Melitenam m. p. CXLII:,,,Melitenam,Melitene,Melitene,m. p.,CXLII, m. p. CXLII,,,https://pleiades.stoa.org/places/629040,38.382217,38.361152,,,
390,,215.7,6. ITER TRACIAE.,Melitene-Samosata,sum-route,Item a Meletena Samosata m. p. XCI:,,,Meletena,Melitene,Melitene,,,,,,https://pleiades.stoa.org/places/629040,38.382217,38.361152,,,
391,,215.7,6. ITER TRACIAE.,Melitene-Samosata,sum-route,Item a Meletena Samosata m. p. XCI:,,,Samosata,Samosata,Samosata,m. p.,XCI, m. p. XCI,,,https://pleiades.stoa.org/places/658587,37.525756,38.530357,,,
397,,215.12,6. ITER TRACIAE.,Nicopolis-Satala,sum-route,Item a Nicopoli Satalam m. p. CXXII:,,,Nicopoli,Nicopolis,Nicopolis,,,,,,https://pleiades.stoa.org/places/857248,40.1485567,38.14353355,,,
398,,215.12,6. ITER TRACIAE.,Nicopolis-Satala,sum-route,Item a Nicopoli Satalam m. p. CXXII:,,,Satalam,Satala,Satala,m. p.,CXXII, m. p. CXXII,,,https://pleiades.stoa.org/places/874684,40.02789515,39.59791835,,,
405,,216.4,6. ITER TRACIAE.,Trapezus-Satala,sum-route,Item a Trepezunta Satalam m. p. CXXII:,,,Trepezunta,Trapezus,Trapezus,,,,,,https://pleiades.stoa.org/places/857359,41.0042695,39.7233115,,,
406,,216.4,6. ITER TRACIAE.,Trapezus-Satala,sum-route,Item a Trepezunta Satalam m. p. CXXII:,,,Satalam,Satala,Satala,m. p.,CXXII, m. p. CXXII,,,https://pleiades.stoa.org/places/874684,40.02789515,39.59791835,,,
414,,217.5-6,6. ITER TRACIAE.,Viminacium-Nicomedia,sum-route,Item per ripam a Viminacio Nicomediam m. p. XI () LXII sic:,,,Viminacio,Viminacium,Viminacium,,,,,,https://pleiades.stoa.org/places/207549,44.7266235,21.1913635,,,
415,,217.5-6,6. ITER TRACIAE.,Viminacium-Nicomedia,sum-route,Item per ripam a Viminacio Nicomediam m. p. XI () LXII sic:,,,Nicomediam,Nicomedia,Nicomedia,m. p.,XI () LXII , m. p. XI () LXII ,,,https://pleiades.stoa.org/places/511337,40.7651905,29.919887,,,
483,,231.4,6. ITER TRACIAE.,Beroea-Hadrianopolis,sum-route,A Beroa Adrianopolim m. p. LXXXVII:,,,Beroa,Beroa,Beroia,,,,,,https://pleiades.stoa.org/places/658409,36.1994074124961,37.1628351411131,,,
484,,231.4,6. ITER TRACIAE.,Beroea-Hadrianopolis,sum-route,A Beroa Adrianopolim m. p. LXXXVII:,,,Adrianopolim,Hadrianopolis,Hadrianoupolis,m. p.,LXXXVII, m. p. LXXXVII,,,https://pleiades.stoa.org/places/501428,41.676459,26.562891,,,
